""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000092008"	352.666378508281	-11.3206100205714	3.31188762708511	-3.41817455640396	0.000630426609795913	0.0171925202573819
"ENSMUSG00000078193"	270.611231110687	-1.44316294935325	0.663478905640584	-2.17514518861739	0.0296192380636496	0.194180271161373
"ENSMUSG00000095648"	86.583475459236	-3.24567647764747	2.77109545152421	-1.17126116166883	0.241493817619662	0.565980676901237
"ENSMUSG00000035064"	707.259329265466	-0.00232856454598946	0.340318326775773	-0.00684231310153242	0.994540666614636	0.99871273093723
"ENSMUSG00000024158"	970.054343115915	-0.0223367045055256	0.267367559491592	-0.0835430616489136	0.93341973879882	0.980422278926383
"ENSMUSG00000044117"	1791.11637470149	0.0771345402388502	0.333611035831052	0.231210997102365	0.817150887001768	0.938218515756882
"ENSMUSG00000022488"	365.368895279328	0.636175227704635	0.456694090805901	1.39300078654842	0.163619552831403	0.468735189522718
"ENSMUSG00000035458"	10.4970556145873	0.525817212939948	0.866483656282644	0.60684031271379	0.54395689210368	0.801799353799296
"ENSMUSG00000026418"	10.5579157047202	1.47275114026687	1.15329068921175	1.27699907234442	0.201602574766979	0.521325176622223
"ENSMUSG00000029700"	431.449580617363	1.31219694404885	0.620710157756597	2.11402524616556	0.0345131110959939	0.210085666957229
"ENSMUSG00000029843"	60.6824134382424	1.06484574584953	0.558670318722415	1.90603601115709	0.0566455336640205	0.272604220467877
"ENSMUSG00000020805"	52.0461157531439	0.265720112292503	0.536982647484347	0.494839290500999	0.620713567342498	0.845583624725168
"ENSMUSG00000021270"	32663.97495544	-0.418697683734657	1.1847981742137	-0.353391567312745	0.723794906837223	0.897060066847194
"ENSMUSG00000051316"	2577.12059476502	0.0744729059612216	0.433119033224373	0.171945585966991	0.863480307830602	0.957947238461844
"ENSMUSG00000036980"	2239.11013793509	0.0739791005866847	0.212229335354159	0.34858093704733	0.727403941157031	0.898444828723519
"ENSMUSG00000025049"	1192.27473515269	0.0649716836624086	0.303489812503981	0.214081926264185	0.830483169821831	0.94404858472991
"ENSMUSG00000039117"	966.599163784688	-0.255342230956969	0.375464979056078	-0.680069367851301	0.496460539203591	0.771983926416753
"ENSMUSG00000025782"	1714.02961435541	0.0046481972513463	0.357916597342028	0.0129868167217304	0.989638310707184	0.997642822455175
"ENSMUSG00000037343"	2118.27796566632	0.0380170212951514	0.299525698216578	0.126924072029581	0.899000493997885	0.969090671215285
"ENSMUSG00000031314"	1988.79908672624	-0.21003345494802	0.403607537535669	-0.520390318353404	0.602791556659451	0.835695850889978
"ENSMUSG00000037972"	264.25574892133	-0.632764299431069	0.486728115469497	-1.30003646660252	0.193588471006812	0.511297325963875
"ENSMUSG00000052293"	263.73950956145	0.585049090372455	0.45520723231108	1.28523680830414	0.198709544708506	0.518276197691967
"ENSMUSG00000023980"	879.415172483638	-0.448171066001896	0.302761722772611	-1.48027650885874	0.138799469677406	0.432742508907701
"ENSMUSG00000018932"	1611.06611585975	-0.240993689314693	0.243983063360517	-0.987747616557275	0.323276268012237	0.641068954357995
"ENSMUSG00000035027"	6009.57600706625	0.0115678479701703	0.266435427834189	0.0434170788179466	0.965369063610153	0.990133430072116
"ENSMUSG00000002948"	1340.31549187936	-0.47793729503326	0.251590286121114	-1.89966513573257	0.0574770783974014	0.274135114064373
"ENSMUSG00000020623"	333.907582000443	-0.422677286691808	0.460559667178398	-0.917747073427694	0.358751296885537	0.673261362410501
"ENSMUSG00000058444"	1392.40114043861	-0.451676253045854	0.430528373693184	-1.04912075636562	0.2941225441754	0.614676588675638
"ENSMUSG00000028174"	32.9405681158886	-21.3692443562524	4.40836516620469	-4.84743063484687	NA	NA
"ENSMUSG00000038331"	207.433740313426	1.18419875221237	0.514905957890733	2.29983501659863	0.0214575687990197	0.168367115014577
"ENSMUSG00000016344"	2098.1997105043	0.511029679219229	0.294025066409273	1.7380480020295	0.0822023559827612	0.332268488495315
"ENSMUSG00000031422"	18960.6750401281	0.296332932596169	0.250612319479946	1.18243561693655	0.237032897818248	0.562524999297423
"ENSMUSG00000062270"	24989.6595450162	0.13038732829268	0.35961257691254	0.362577219662678	0.716920729964489	0.893470087479916
"ENSMUSG00000036061"	218.164277984293	-1.24728105774545	0.535393732238684	-2.32965196011932	0.0198245535202241	0.161433094837203
"ENSMUSG00000098087"	0	NA	NA	NA	NA	NA
"ENSMUSG00000080717"	106.160266403743	0.111950198188407	0.589890467328247	0.18978133126215	0.849480485523068	0.951239609368845
"ENSMUSG00000005374"	1757.5210844113	-0.831834386094349	0.331576814792303	-2.50872301374691	0.0121168455112958	0.119825670266132
"ENSMUSG00000040688"	4800.1604101717	-0.0563962502411904	0.261810236013209	-0.215408882020736	0.829448545696414	0.943718237109207
"ENSMUSG00000035372"	930.595091123336	-0.495110737852525	0.238784765364569	-2.07346032774162	0.038129459546166	0.22057125699578
"ENSMUSG00000081948"	770.600498589512	-0.359261777523991	1.63916496803759	-0.219173655202075	0.826514776673265	0.942831661350684
"ENSMUSG00000027332"	854.825809183973	-0.130296515556656	0.25796327378891	-0.505097154501445	0.613490599852209	0.841903500250669
"ENSMUSG00000079584"	285.429711948402	2.33630318569621	0.672874125029331	3.47212516991105	0.000516355522345834	0.0146173377353553
"ENSMUSG00000018160"	1813.94536481406	-0.0125170482703359	0.231067249306779	-0.0541705858700791	0.956799255338448	0.988155829239772
"ENSMUSG00000002679"	878.661442867273	-0.525676183659187	0.347086439970786	-1.51453967404613	0.129889019320725	0.418214464287196
"ENSMUSG00000020397"	1076.57328614352	0.394169531569806	0.225826876154454	1.74545004687668	0.0809065605365656	0.329449109014714
"ENSMUSG00000022109"	1597.22352742081	0.138617191264857	0.236929118557947	0.585057641325563	0.558508959466689	0.810905325668349
"ENSMUSG00000006392"	1160.57879991795	-0.743199168272862	0.209774373062455	-3.54285014619776	0.000395827559478709	0.0121826029071396
"ENSMUSG00000061650"	2093.30115627811	0.221523372021803	0.306412504633173	0.722958001622693	0.469705687190807	0.753978868390054
"ENSMUSG00000071291"	101.467860209083	-1.5656149243776	0.496653259672063	-3.15232990801544	0.00161973157147764	0.0332342473870126
"ENSMUSG00000078779"	512.638990732557	-1.29819006842216	0.476470586106536	-2.72459645207122	0.00643801228123911	0.0818747725603947
"ENSMUSG00000035686"	7.86928948184673	0.788140810388425	1.33380448084041	0.590896808122755	0.554589564783237	0.808874780125338
"ENSMUSG00000025153"	22087.6762821435	-0.196074683338899	0.28142474285676	-0.696721551021181	0.485977069071768	0.764155998193236
"ENSMUSG00000074627"	63.4574271294287	0.265060335150206	0.738733039161378	0.358803953659778	0.719741754760689	0.895003390921886
"ENSMUSG00000046008"	24.4595581885508	0.0133378860898389	1.16500249266505	0.0114488047654965	0.990865374992094	0.997642822455175
"ENSMUSG00000029757"	51.1393365322264	1.88303951586355	0.711504264067645	2.64656111138151	0.00813148113264279	0.094842124486764
"ENSMUSG00000027012"	4648.2234850598	-0.160161856661229	0.257883290627708	-0.621063335555332	0.534557951765235	0.796843774890927
"ENSMUSG00000001247"	3492.34023466623	-0.217814155174398	0.358996922847264	-0.606729866782362	0.544030197972198	0.801799353799296
"ENSMUSG00000033105"	1942.2082318675	0.207519925284362	0.227891499047359	0.910608452495354	0.362501715327774	0.675925861629346
"ENSMUSG00000023452"	2128.76340804685	0.117822838327918	0.275514741985683	0.427646221319225	0.668908709019446	0.869114520610172
"ENSMUSG00000041594"	237.19591257775	0.147289447686077	0.392673185297484	0.375094234088057	0.707590385041608	0.888949534638435
"ENSMUSG00000036676"	3367.9936053995	-0.552163769931508	0.33404205998132	-1.65297678370917	0.0983355886156068	0.362550642821944
"ENSMUSG00000036019"	70.4279574735555	-0.348917229575587	0.570154398285215	-0.611969723683592	0.540557789176071	0.800173798766602
